ADM;ADMINISTRADOR;;true
CON;CONTABLE;;true
DRC;DIRECTOR COMERCIAL;;true
DRF;DIRECTOR FINANCIERO;;true
INF;INFORMATICA;;false
MRK;MARKETING;;false
COM;COMERCIALES;;false
PRS;PRESIDENTE;;true
SIN;SIN DATOS;;false
