0003;Agrupada Ordenada;true;1;0;0;2;1;0;3;10;0;4;11;0
NSTC;Albaranes Taller (no stock);false;1;0;0;2;1;0;3;10;0;4;11;0
SINA;Sin Agrupar;false
STOC;Entregas de stock;false;1;0;0;2;1;0;3;2;0;4;7;0;5;8;0;6;9;0;7;10;0;8;11;0
