2934;DET. VALOR PARTICIPACIONES L/P;DET. VALOR PARTICIPACIONES L/P EMP.ASOC.;4
2935;DET.PARTIC.OTR.PART VINC;DET.PARTIC.OTR.PART VINC;4
294;DET.VALORES DEUDA L/P PARTES V;DET.VALORES DEUDA L/P PARTES VINCULADAS;3
2943;DET.VALORES DEUDA L/P EMP. GRU;DET.VALORES DEUDA L/P EMP. GRUPO;4
2944;DET.VALORES DEUDA L/P EMP ASOC;DET.VALORES DEUDA L/P EMP ASOC;4
2945;DET.VALORES DEUDA L/P OTRAS PA;DET.VALORES DEUDA L/P OTRAS PARTES VINCULADAS;4
295;DETERIORO VALOR CDTO. L/P PART;DETERIORO VALOR CDTO. L/P PARTES VINCULADAS;3
2953;DETERIORO CDTO. L/P EMP. GRUPO;DETERIORO CDTO. L/P EMP. GRUPO;4
2954;DETERIORO VALOR CDTO. L/P EMP.;DETERIORO VALOR CDTO. L/P EMP. ASOCIADAS;4
2955;DETERIORO VALOR CDTO. L/P OTR.;DETERIORO VALOR CDTO. L/P OTR.PART.VINC.;4
297;DET.VALOR VALORES DE DEUDA L/P;DET.VALOR VALORES DE DEUDA L/P;3
2970;DET.VALOR VALORES DE DEUDA L/P;DET.VALOR VALORES DE DEUDA L/P;4
298;DETERIORO VALOR CREDITOS L/P;DETERIORO VALOR CREDITOS L/P;3
